ReportShift,Point,ScheduleTime
ZBVM,769,15:00
ZBVM,1702,15:00
ZBVM,13720,15:00
ZBVM,319,15:00
ZBVM,403,15:00
ZBVM,410,15:00
ZBVM,413,15:00
ZBVM,423,15:00
ZBVM,424,15:00
ZBVM,764,15:00
ZBVM,4,15:00
ZBVM,5,15:00
ZBVM,27,15:00
ZBVM,30,15:00
ZBVM,32,15:00
ZBVM,49,15:00
ZBVM,65,15:00
ZBVM,67,15:00
ZBVM,86,15:00
ZBVM,19006,15:00
ZBVM,18,15:00
ZBVM,20,15:00
ZBVM,24,15:00
ZBVM,57,15:00
ZBVM,64,15:00
ZBVM,79,15:00
ZBVM,90,15:00
ZBVM,16014,15:00
ZBVM,19004,15:00
ZBVM,706,15:00
ZBVM,707,15:00
ZBVM,719,15:00
ZBVM,861,15:00
ZBVM,862,15:00
ZBVM,883,15:00
ZBVM,10859,15:00
ZBVM,10860,15:00
ZBVM,12855,15:00
ZBVM,16863,15:00
ZBVM,18794,15:00
ZBVM,84,15:00
ZBVM,951,15:00
ZBVM,956,15:00
ZBVM,957,15:00
ZBVM,968,15:00
ZBVM,975,15:00
ZBVM,977,15:00
ZBVM,978,15:00
ZBVM,10091,15:00
ZBVM,19005,15:00
ZBVM,98,15:00
ZBVM,952,15:00
ZBVM,953,15:00
ZBVM,954,15:00
ZBVM,955,15:00
ZBVM,959,15:00
ZBVM,960,15:00
ZBVM,961,15:00
ZBVM,962,15:00
ZBVM,964,15:00
ZBVM,965,15:00
ZBVM,972,15:00
ZBVM,16956,15:00
ZBVM,28,15:00
ZBVM,36,15:00
ZBVM,47,15:00
ZBVM,61,15:00
ZBVM,72,15:00
ZBVM,88,15:00
ZBVM,101,15:00
ZBVM,113,15:00
ZBVM,115,15:00
ZBVM,117,15:00
ZBVM,122,15:00
ZBVM,123,15:00
ZBVM,108,15:00
ZBVM,109,15:00
ZBVM,111,15:00
ZBVM,112,15:00
ZBVM,114,15:00
ZBVM,116,15:00
ZBVM,118,15:00
ZBVM,119,15:00
ZBVM,126,15:00
ZBVM,134,15:00
ZBVM,136,15:00
ZBVM,138,15:00
ZBVM,169,15:00
ZBVM,18172,15:00
ZBVM,12852,15:00
ZBVM,12882,15:00
ZBVM,12886,15:00
ZBVM,12889,15:00
ZBVM,16845,15:00
ZBVM,16860,15:00
ZBVM,24851,15:00
ZBVM,24856,15:00
ZBVM,29879,15:00
ZBVM,30875,15:00
ZBVM,30885,15:00
ZBVM,30895,15:00
ZBVM,31887,15:00
ZBVM,32857,15:00
ZBVM,34863,15:00
ZBVM,34869,15:00
ZBVM,16749,15:00
ZBVM,23705,15:00
ZBVM,23785,15:00
ZBVM,24719,15:00
ZBVM,24749,15:00
ZBVM,26767,15:00
ZBVM,27782,15:00
ZBVM,29794,15:00
ZBVM,30734,15:00
ZBVM,13719,15:00
ZBVM,13742,15:00
ZBVM,16723,15:00
ZBVM,16729,15:00
ZBVM,16730,15:00
ZBVM,23708,15:00
ZBVM,737,15:00
ZBVM,763,15:00
ZBVM,16753,15:00
ZBVM,16755,15:00
ZBVM,23752,15:00
ZBVM,23789,15:00
ZBVM,23791,15:00
ZBVM,13721,15:00
ZBVM,13753,15:00
ZBVM,16748,15:00
ZBVM,16782,15:00
ZBVM,16841,15:00
ZBVM,23704,15:00
ZBVM,24792,15:00
ZBVM,29706,15:00
ZBVM,30736,15:00
ZBVM,743,15:00
ZBVM,16757,15:00
ZBVM,16783,15:00
ZBVM,23765,15:00
ZBVM,24722,15:00
ZBVM,24745,15:00
ZBVM,26716,15:00
ZBVM,26786,15:00
ZBVM,27711,15:00
ZBVM,27779,15:00
ZBVM,28706,15:00
ZBVM,28707,15:00
ZBVM,28760,15:00
ZBVE,29798,15:00
ZBVM,22332,15:00
